Country,Localite,Category,Value,Date
Guinea,"Guekedou, Macenta, Nzerekore and Kissidougou",Cases,86,3/24/14
Guinea,"( Guekedou, Macenta and Kissidougou",Cases,86,3/25/14
Guinea,"( Guekedou, Macenta and Kissidougou",Cases,86,3/26/14
Guinea,"( Guekedou, Macenta and Kissidougou)",Cases,103,3/27/14
Guinea,National,Cases,122,3/31/14
Guinea,National,Cases,127,4/1/14
Guinea,Conakry,Cases,18,4/4/14
Guinea,Dabola and Djingaraye,Cases,4,4/4/14
Guinea,Gueckedou,Cases,85,4/4/14
Guinea,Kissidougou,Cases,9,4/4/14
Guinea,Macenta,Cases,27,4/4/14
Guinea,National,Cases,143,4/4/14
Guinea,Conakry,Cases,20,4/7/14
Guinea,Dabola ,Cases,4,4/7/14
Guinea,Dinguiraye ,Cases,1,4/7/14
Guinea,Gueckedou,Cases,90,4/7/14
Guinea,Kissidougou,Cases,9,4/7/14
Guinea,Macenta,Cases,27,4/7/14
Guinea,National,Cases,151,4/7/14
Liberia,National,Cases,21,4/8/14
Liberia,National,Cases,22,4/9/14
Guinea,National,Cases,157,4/10/14
Liberia,Bong County,Cases,4,4/10/14
Liberia,Grand Cape Mount,Cases,1,4/10/14
Liberia,Lofa County,Cases,10,4/10/14
Liberia,Margibi County,Cases,6,4/10/14
Liberia,Montserrado County,Cases,1,4/10/14
Liberia,National,Cases,25,4/10/14
Liberia,Nimba County,Cases,3,4/10/14
Guinea,Conakry,Cases,31,4/11/14
Guinea,Dabola ,Cases,5,4/11/14
Guinea,Dinguiraye ,Cases,1,4/11/14
Guinea,Gueckedou,Cases,95,4/11/14
Guinea,Kissidougou,Cases,6,4/11/14
Guinea,Macenta,Cases,21,4/11/14
Guinea,National,Cases,159,4/11/14
Liberia,Bong County,Cases,5,4/13/14
Liberia,Grand Cape Mount,Cases,1,4/13/14
Liberia,Lofa County,Cases,10,4/13/14
Liberia,Margibi County,Cases,6,4/13/14
Liberia,Montserrado County,Cases,1,4/13/14
Liberia,National,Cases,26,4/13/14
Liberia,Nimba County,Cases,3,4/13/14
Guinea,National,Cases,168,4/14/14
Guinea,Conakry,Cases,47,4/16/14
Guinea,Dabola ,Cases,4,4/16/14
Guinea,Dinguiraye ,Cases,1,4/16/14
Guinea,Gueckedou,Cases,117,4/16/14
Guinea,Kissidougou,Cases,6,4/16/14
Guinea,Macenta,Cases,22,4/16/14
Guinea,National,Cases,197,4/16/14
Liberia,Bong County,Cases,5,4/16/14
Liberia,Grand Cape Mount,Cases,1,4/16/14
Liberia,Lofa County,Cases,10,4/16/14
Liberia,Margibi County,Cases,6,4/16/14
Liberia,Montserrado County,Cases,1,4/16/14
Liberia,National,Cases,27,4/16/14
Liberia,Nimba County,Cases,4,4/16/14
Guinea,Conakry,Cases,50,4/17/14
Guinea,Dabola ,Cases,4,4/17/14
Guinea,Dinguiraye ,Cases,1,4/17/14
Guinea,Gueckedou,Cases,120,4/17/14
Guinea,Kissidougou,Cases,6,4/17/14
Guinea,Macenta,Cases,22,4/17/14
Guinea,National,Cases,203,4/17/14
Liberia,National,Cases,27,4/18/14
Guinea,Conakry,Cases,53,4/20/14
Guinea,Dabola ,Cases,4,4/20/14
Guinea,Dinguiraye ,Cases,1,4/20/14
Guinea,Gueckedou,Cases,122,4/20/14
Guinea,Kissidougou,Cases,6,4/20/14
Guinea,Macenta,Cases,22,4/20/14
Guinea,National,Cases,208,4/20/14
Liberia,National,Cases,27,4/21/14
Guinea,Conakry,Cases,58,4/23/14
Guinea,Dabola ,Cases,4,4/23/14
Guinea,Dinguiraye ,Cases,1,4/23/14
Guinea,Gueckedou,Cases,127,4/23/14
Guinea,Kissidougou,Cases,6,4/23/14
Guinea,Macenta,Cases,22,4/23/14
Guinea,National,Cases,218,4/23/14
Liberia,Bong County,Cases,6,4/23/14
Liberia,Grand Cape Mount,Cases,1,4/23/14
Liberia,Grand Gedeh,Cases,3,4/23/14
Liberia,Lofa County,Cases,11,4/23/14
Liberia,Margibi County,Cases,4,4/23/14
Liberia,Montserrado County,Cases,3,4/23/14
Liberia,National,Cases,35,4/23/14
Liberia,Nimba County,Cases,7,4/23/14
Liberia,National,Cases,35,4/24/14
Guinea,Conakry,Cases,60,4/26/14
Guinea,Dabola ,Cases,4,4/26/14
Guinea,Dinguiraye ,Cases,1,4/26/14
Guinea,Gueckedou,Cases,131,4/26/14
Guinea,Kissidougou,Cases,6,4/26/14
Guinea,Macenta,Cases,22,4/26/14
Guinea,National,Cases,224,4/26/14
Guinea,Conakry,Cases,53,5/1/14
Guinea,Dabola ,Cases,4,5/1/14
Guinea,Dinguiraye ,Cases,1,5/1/14
Guinea,Gueckedou,Cases,140,5/1/14
Guinea,Kissidougou,Cases,6,5/1/14
Guinea,Macenta,Cases,22,5/1/14
Guinea,National,Cases,226,5/1/14
Liberia,Bong County,Cases,1,5/2/14
Liberia,Lofa County,Cases,7,5/2/14
Liberia,Margibi County,Cases,2,5/2/14
Liberia,Montserrado County,Cases,1,5/2/14
Liberia,National,Cases,13,5/2/14
Liberia,Nimba County,Cases,2,5/2/14
Guinea,Conakry,Cases,53,5/3/14
Guinea,Dabola ,Cases,4,5/3/14
Guinea,Dinguiraye ,Cases,1,5/3/14
Guinea,Gueckedou,Cases,145,5/3/14
Guinea,Kissidougou,Cases,6,5/3/14
Guinea,Macenta,Cases,22,5/3/14
Guinea,National,Cases,231,5/3/14
Guinea,Conakry,Cases,53,5/5/14
Guinea,Dabola ,Cases,4,5/5/14
Guinea,Dinguiraye ,Cases,1,5/5/14
Guinea,Gueckedou,Cases,149,5/5/14
Guinea,Kissidougou,Cases,6,5/5/14
Guinea,Macenta,Cases,22,5/5/14
Guinea,National,Cases,235,5/5/14
Guinea,Conakry,Cases,53,5/7/14
Guinea,Dabola ,Cases,4,5/7/14
Guinea,Dinguiraye ,Cases,1,5/7/14
Guinea,Gueckedou,Cases,151,5/7/14
Guinea,Kissidougou,Cases,6,5/7/14
Guinea,Macenta,Cases,22,5/7/14
Guinea,National,Cases,236,5/7/14
Liberia,Bong County,Cases,1,5/9/14
Liberia,Lofa County,Cases,7,5/9/14
Liberia,Margibi County,Cases,2,5/9/14
Liberia,National,Cases,12,5/9/14
Liberia,Nimba County,Cases,2,5/9/14
Guinea,Conakry,Cases,50,5/10/14
Guinea,Dabola ,Cases,4,5/10/14
Guinea,Dinguiraye ,Cases,1,5/10/14
Guinea,Gueckedou,Cases,149,5/10/14
Guinea,Kissidougou,Cases,6,5/10/14
Guinea,Macenta,Cases,23,5/10/14
Guinea,National,Cases,233,5/10/14
Guinea,Conakry,Cases,50,5/12/14
Guinea,Dabola ,Cases,4,5/12/14
Guinea,Dinguiraye ,Cases,1,5/12/14
Guinea,Gueckedou,Cases,163,5/12/14
Guinea,Kissidougou,Cases,8,5/12/14
Guinea,Macenta,Cases,22,5/12/14
Guinea,National,Cases,248,5/12/14
Guinea,Conakry,Cases,50,5/23/14
Guinea,Dabola ,Cases,4,5/23/14
Guinea,Dinguiraye ,Cases,1,5/23/14
Guinea,Gueckedou,Cases,170,5/23/14
Guinea,Kissidougou,Cases,8,5/23/14
Guinea,Macenta,Cases,22,5/23/14
Guinea,National,Cases,258,5/23/14
Guinea,Telimele,Cases,3,5/23/14
Sierra Leone,Kailahun,Cases,16,5/26/14
Guinea,Boffa,Cases,4,5/28/14
Guinea,Conakry,Cases,53,5/28/14
Guinea,Dabola ,Cases,4,5/28/14
Guinea,Dinguiraye ,Cases,1,5/28/14
Guinea,Gueckedou,Cases,179,5/28/14
Guinea,Kissidougou,Cases,7,5/28/14
Guinea,Macenta,Cases,40,5/28/14
Guinea,National,Cases,291,5/28/14
Sierra Leone,Bo,Cases,1,5/29/14
Sierra Leone,Kailahun,Cases,37,5/29/14
Sierra Leone,Kenema,Cases,1,5/29/14
Sierra Leone,Koinadugu,Cases,1,5/29/14
Sierra Leone,Moyamba,Cases,1,5/29/14
Sierra Leone,National,Cases,50,5/29/14
Guinea,Boffa,Cases,4,6/1/14
Guinea,Conakry,Cases,56,6/1/14
Guinea,Dabola ,Cases,4,6/1/14
Guinea,Dinguiraye ,Cases,1,6/1/14
Guinea,Gueckedou,Cases,190,6/1/14
Guinea,Kissidougou,Cases,7,6/1/14
Guinea,Macenta,Cases,44,6/1/14
Guinea,National,Cases,328,6/1/14
Guinea,Telimele,Cases,22,6/1/14
Sierra Leone,Bo,Cases,13,6/1/14
Sierra Leone,Bombali,Cases,1,6/1/14
Sierra Leone,Freetown,Cases,5,6/1/14
Sierra Leone,Kailahun,Cases,41,6/1/14
Sierra Leone,Kenema,Cases,3,6/1/14
Sierra Leone,Koinadugu,Cases,2,6/1/14
Sierra Leone,Moyamba,Cases,1,6/1/14
Sierra Leone,National,Cases,79,6/1/14
Liberia,Bong County,Cases,1,6/2/14
Liberia,Lofa County,Cases,8,6/2/14
Liberia,Margibi County,Cases,2,6/2/14
Liberia,National,Cases,13,6/2/14
Liberia,Nimba County,Cases,2,6/2/14
Guinea,Boffa,Cases,7,6/3/14
Guinea,Conakry,Cases,65,6/3/14
Guinea,Dabola ,Cases,4,6/3/14
Guinea,Dinguiraye ,Cases,1,6/3/14
Guinea,Gueckedou,Cases,193,6/3/14
Guinea,Kissidougou,Cases,7,6/3/14
Guinea,Macenta,Cases,44,6/3/14
Guinea,National,Cases,344,6/3/14
Guinea,Telimele,Cases,23,6/3/14
Guinea,Boffa,Cases,7,6/5/14
Guinea,Conakry,Cases,67,6/5/14
Guinea,Dabola ,Cases,4,6/5/14
Guinea,Dinguiraye ,Cases,1,6/5/14
Guinea,Gueckedou,Cases,194,6/5/14
Guinea,Kissidougou,Cases,7,6/5/14
Guinea,Kouroussa,Cases,1,6/5/14
Guinea,Macenta,Cases,45,6/5/14
Guinea,National,Cases,351,6/5/14
Guinea,Telimele,Cases,25,6/5/14
Sierra Leone,National,Cases,81,6/5/14
Sierra Leone,National,Cases,89,6/6/14
Liberia,Bong County,Cases,1,6/7/14
Liberia,Lofa County,Cases,9,6/7/14
Liberia,Margibi County,Cases,2,6/7/14
Liberia,National,Cases,14,6/7/14
Liberia,Nimba County,Cases,2,6/7/14
Liberia,Lofa County,Cases,11,6/9/14
Liberia,Margibi County,Cases,2,6/9/14
Liberia,National,Cases,16,6/9/14
Liberia,Bong County,Cases,1,6/11/14
Liberia,Lofa County,Cases,20,6/11/14
Liberia,Margibi County,Cases,2,6/11/14
Liberia,Montserrado County,Cases,5,6/11/14
Liberia,National,Cases,30,6/11/14
Liberia,Nimba County,Cases,2,6/11/14
Liberia,Bong County,Cases,1,6/13/14
Liberia,Lofa County,Cases,20,6/13/14
Liberia,Margibi County,Cases,2,6/13/14
Liberia,Montserrado County,Cases,6,6/13/14
Liberia,National,Cases,31,6/13/14
Liberia,Nimba County,Cases,2,6/13/14
Guinea,Boffa,Cases,19,6/16/14
Guinea,Conakry,Cases,70,6/16/14
Guinea,Dabola ,Cases,4,6/16/14
Guinea,Dinguiraye ,Cases,1,6/16/14
Guinea,Gueckedou,Cases,224,6/16/14
Guinea,Kissidougou,Cases,8,6/16/14
Guinea,Kouroussa,Cases,1,6/16/14
Guinea,Macenta,Cases,41,6/16/14
Guinea,National,Cases,398,6/16/14
Guinea,Telimele,Cases,30,6/16/14
Liberia,Lofa County,Cases,21,6/16/14
Liberia,Margibi County,Cases,2,6/16/14
Liberia,Montserrado County,Cases,8,6/16/14
Liberia,National,Cases,33,6/16/14
Liberia,Nimba County,Cases,2,6/16/14
Sierra Leone,Kailahun,Cases,92,6/17/14
Sierra Leone,Kambia,Cases,1,6/17/14
Sierra Leone,Kono,Cases,1,6/17/14
Sierra Leone,National,Cases,97,6/17/14
Sierra Leone,Port Loko,Cases,2,6/17/14
Sierra Leone,Western Area,Cases,1,6/17/14
Guinea,Boffa,Cases,18,6/18/14
Guinea,Conakry,Cases,64,6/18/14
Guinea,Dabola ,Cases,4,6/18/14
Guinea,Dinguiraye ,Cases,1,6/18/14
Guinea,Gueckedou,Cases,227,6/18/14
Guinea,Kissidougou,Cases,8,6/18/14
Guinea,Kouroussa,Cases,1,6/18/14
Guinea,Macenta,Cases,41,6/18/14
Guinea,National,Cases,390,6/18/14
Guinea,Telimele,Cases,26,6/18/14
Liberia,Lofa County,Cases,28,6/19/14
Liberia,Margibi County,Cases,2,6/19/14
Liberia,Montserrado County,Cases,9,6/19/14
Liberia,National,Cases,41,6/19/14
Liberia,Nimba County,Cases,2,6/19/14
Sierra Leone,Kailahun,Cases,128,6/19/14
Sierra Leone,Kambia,Cases,1,6/19/14
Sierra Leone,Kenema,Cases,4,6/19/14
Sierra Leone,National,Cases,136,6/19/14
Sierra Leone,Port Loko,Cases,2,6/19/14
Sierra Leone,Western Area,Cases,1,6/19/14
Guinea,Boffa,Cases,21,6/20/14
Guinea,Conakry,Cases,65,6/20/14
Guinea,Dabola ,Cases,4,6/20/14
Guinea,Dinguiraye ,Cases,1,6/20/14
Guinea,Gueckedou,Cases,226,6/20/14
Guinea,Kissidougou,Cases,6,6/20/14
Guinea,Kouroussa,Cases,1,6/20/14
Guinea,Macenta,Cases,41,6/20/14
Guinea,National,Cases,390,6/20/14
Guinea,Telimele,Cases,25,6/20/14
Sierra Leone,Kailahun,Cases,135,6/20/14
Sierra Leone,Kambia,Cases,1,6/20/14
Sierra Leone,Kenema,Cases,19,6/20/14
Sierra Leone,National,Cases,158,6/20/14
Sierra Leone,Port Loko,Cases,2,6/20/14
Sierra Leone,Western Area,Cases,1,6/20/14
Liberia,Lofa County,Cases,36,6/22/14
Liberia,Margibi County,Cases,2,6/22/14
Liberia,Montserrado County,Cases,11,6/22/14
Liberia,National,Cases,51,6/22/14
Liberia,Nimba County,Cases,2,6/22/14
Liberia,Lofa County,Cases,49,6/26/14
Liberia,Margibi County,Cases,3,6/26/14
Liberia,Montserrado County,Cases,18,6/26/14
Liberia,National,Cases,70,6/26/14
Liberia,Nimba County,Cases, ,6/26/14
Guinea,Boffa,Cases,22,6/27/14
Guinea,Conakry,Cases,65,6/27/14
Guinea,Dabola ,Cases,4,6/27/14
Guinea,Dinguiraye ,Cases,1,6/27/14
Guinea,Gueckedou,Cases,239,6/27/14
Guinea,Kissidougou,Cases,6,6/27/14
Guinea,Kouroussa,Cases,4,6/27/14
Guinea,Macenta,Cases,38,6/27/14
Guinea,National,Cases,407,6/27/14
Guinea,Telimele,Cases,28,6/27/14
Guinea,National,Cases,413,6/30/14
Liberia,National,Cases,107,6/30/14
Sierra Leone,National,Cases,239,6/30/14
Guinea,National,Cases,412,7/2/14
Liberia,National,Cases,115,7/2/14
Sierra Leone,National,Cases,252,7/2/14
Guinea,National,Cases,408,7/6/14
Liberia,National,Cases,131,7/6/14
Sierra Leone,National,Cases,305,7/6/14
Guinea,National,Cases,409,7/8/14
Liberia,National,Cases,142,7/8/14
Sierra Leone,National,Cases,337,7/8/14
Guinea,National,Cases,406,7/12/14
Liberia,National,Cases,172,7/12/14
Sierra Leone,National,Cases,386,7/12/14
Guinea,National,Cases,411,7/14/14
Liberia,National,Cases,174,7/14/14
Sierra Leone,National,Cases,397,7/14/14
Guinea,National,Cases,410,7/17/14
Liberia,National,Cases,196,7/17/14
Sierra Leone,National,Cases,442,7/17/14
Guinea,National,Cases,415,7/20/14
Liberia,National,Cases,224,7/20/14
Sierra Leone,National,Cases,454,7/20/14
Guinea,National,Cases,427,7/23/14
Liberia,National,Cases,249,7/23/14
Sierra Leone,National,Cases,525,7/23/14
Guinea,National,Cases,460,7/27/14
Liberia,National,Cases,329,7/27/14
Sierra Leone,National,Cases,533,7/27/14
Guinea,National,Cases,485,8/1/14
Liberia,National,Cases,468,8/1/14
Nigeria,National,Cases,4,8/1/14
Sierra Leone,National,Cases,646,8/1/14
Guinea,National,Cases,495,8/4/14
Liberia,National,Cases,516,8/4/14
Nigeria,National,Cases,9,8/4/14
Sierra Leone,National,Cases,691,8/4/14
Guinea,National,Cases,495,8/6/14
Liberia,National,Cases,554,8/6/14
Nigeria,National,Cases,13,8/6/14
Sierra Leone,National,Cases,717,8/6/14
Guinea,National,Cases,506,8/9/14
Liberia,National,Cases,599,8/9/14
Nigeria,National,Cases,13,8/9/14
Sierra Leone,National,Cases,730,8/9/14
Guinea,Boffa ,Cases,23,8/14/14
Guinea,Conakry ,Cases,94,8/14/14
Guinea,Dabola,Cases,4,8/14/14
Guinea,Dinguiraye ,Cases,1,8/14/14
Guinea,Dubreka,Cases,1,8/14/14
Guinea,Gueckedou ,Cases,296,8/14/14
Guinea,Kissidougou ,Cases,6,8/14/14
Guinea,Kouroussa ,Cases,4,8/14/14
Guinea,Macenta ,Cases,50,8/14/14
Guinea,National,Cases,523,8/14/14
Guinea,Nzerekore,Cases,5,8/14/14
Guinea,Pita ,Cases,5,8/14/14
Guinea,Siguiri ,Cases,6,8/14/14
Guinea,Telimele,Cases,26,8/14/14
Guinea,Yomou,Cases,2,8/14/14
Liberia,Bomi County,Cases,41,8/14/14
Liberia,Bong County,Cases,83,8/14/14
Liberia,Grand Bassa,Cases,15,8/14/14
Liberia,Grand Cape Mount,Cases,7,8/14/14
Liberia,Grand Gedeh,Cases,0,8/14/14
Liberia,Lofa County,Cases,409,8/14/14
Liberia,Margibi County,Cases,17,8/14/14
Liberia,Montserrado County,Cases,217,8/14/14
Liberia,National,Cases,810,8/14/14
Liberia,Nimba County,Cases,18,8/14/14
Liberia,River Gee County,Cases,1,8/14/14
Liberia,RiverCess County,Cases,1,8/14/14
Liberia,Sinoe County,Cases,1,8/14/14
Nigeria,Lagos,Cases,12,8/15/14
Nigeria,National,Cases,12,8/15/14
Sierra Leone,Bo,Cases,25,8/15/14
Sierra Leone,Bombali,Cases,9,8/15/14
Sierra Leone,Bonthe,Cases,1,8/15/14
Sierra Leone,Kailahun,Cases,428,8/15/14
Sierra Leone,Kambia,Cases,1,8/15/14
Sierra Leone,Kenema,Cases,273,8/15/14
Sierra Leone,Koinadugu,Cases,0,8/15/14
Sierra Leone,Kono,Cases,35,8/15/14
Sierra Leone,Moyamba,Cases,6,8/15/14
Sierra Leone,National,Cases,830,8/15/14
Sierra Leone,Port Loko,Cases,27,8/15/14
Sierra Leone,Pujehun,Cases,3,8/15/14
Sierra Leone,Tonkolili,Cases,2,8/15/14
Sierra Leone,Western Area Rural,Cases,3,8/15/14
Sierra Leone,Western Area Urban,Cases,17,8/15/14
Guinea,Boffa ,Cases,24,8/16/14
Guinea,Conakry ,Cases,97,8/16/14
Guinea,Dabola,Cases,4,8/16/14
Guinea,Dinguiraye ,Cases,1,8/16/14
Guinea,Dubreka,Cases,1,8/16/14
Guinea,Gueckedou ,Cases,303,8/16/14
Guinea,Kissidougou ,Cases,6,8/16/14
Guinea,Kouroussa ,Cases,4,8/16/14
Guinea,Macenta ,Cases,53,8/16/14
Guinea,National,Cases,543,8/16/14
Guinea,Nzerekore,Cases,8,8/16/14
Guinea,Pita ,Cases,5,8/16/14
Guinea,Siguiri ,Cases,6,8/16/14
Guinea,Telimele,Cases,26,8/16/14
Guinea,Yomou,Cases,5,8/16/14
Guinea,National,New cases,19,8/17/14
Liberia,Bomi County,Cases,41,8/17/14
Liberia,Bong County,Cases,89,8/17/14
Liberia,Grand Bassa,Cases,15,8/17/14
Liberia,Grand Cape Mount,Cases,8,8/17/14
Liberia,Grand Gedeh,Cases,1,8/17/14
Liberia,Lofa County,Cases,419,8/17/14
Liberia,Margibi County,Cases,30,8/17/14
Liberia,Montserrado County,Cases,233,8/17/14
Liberia,National,Cases,862,8/17/14
Liberia,National,New cases,24,8/17/14
Liberia,Nimba County,Cases,25,8/17/14
Liberia,RiverCess County,Cases,1,8/17/14
Nigeria,Lagos,Cases,15,8/17/14
Nigeria,National,Cases,15,8/17/14
Sierra Leone,Bo,Cases,25,8/17/14
Sierra Leone,Bombali,Cases,9,8/17/14
Sierra Leone,Bonthe,Cases,1,8/17/14
Sierra Leone,Kailahun,Cases,433,8/17/14
Sierra Leone,Kambia,Cases,1,8/17/14
Sierra Leone,Kenema,Cases,281,8/17/14
Sierra Leone,Koinadugu,Cases,0,8/17/14
Sierra Leone,Kono,Cases,35,8/17/14
Sierra Leone,Moyamba,Cases,6,8/17/14
Sierra Leone,National,Cases,850,8/17/14
Sierra Leone,National,New cases,16,8/17/14
Sierra Leone,Port Loko,Cases,29,8/17/14
Sierra Leone,Pujehun,Cases,3,8/17/14
Sierra Leone,Tonkolili,Cases,2,8/17/14
Sierra Leone,Western Area Rural,Cases,4,8/17/14
Sierra Leone,Western Area Urban,Cases,21,8/17/14
Guinea,National,New cases,20,8/18/14
Liberia,Bomi County,Cases,41,8/18/14
Liberia,Bong County,Cases,100,8/18/14
Liberia,Grand Bassa,Cases,15,8/18/14
Liberia,Grand Cape Mount,Cases,8,8/18/14
Liberia,Grand Gedeh,Cases,1,8/18/14
Liberia,Lofa County,Cases,419,8/18/14
Liberia,Margibi County,Cases,75,8/18/14
Liberia,Montserrado County,Cases,256,8/18/14
Liberia,National,Cases,964,8/18/14
Liberia,National,New cases,56,8/18/14
Liberia,Nimba County,Cases,48,8/18/14
Liberia,RiverCess County,Cases,1,8/18/14
Sierra Leone,National,New cases,94,8/18/14
Guinea,Boffa ,Cases,24,8/19/14
Guinea,Conakry ,Cases,103,8/19/14
Guinea,Dabola,Cases,4,8/19/14
Guinea,Dinguiraye ,Cases,1,8/19/14
Guinea,Dubreka,Cases,1,8/19/14
Guinea,Gueckedou ,Cases,310,8/19/14
Guinea,Kissidougou ,Cases,6,8/19/14
Guinea,Kouroussa ,Cases,4,8/19/14
Guinea,Macenta ,Cases,93,8/19/14
Guinea,National,Cases,599,8/19/14
Guinea,National,New cases,20,8/19/14
Guinea,Nzerekore,Cases,10,8/19/14
Guinea,Pita ,Cases,6,8/19/14
Guinea,Siguiri ,Cases,6,8/19/14
Guinea,Telimele,Cases,26,8/19/14
Guinea,Yomou,Cases,5,8/19/14
Liberia,Bomi County,Cases,41,8/19/14
Liberia,Bong County,Cases,103,8/19/14
Liberia,Grand Bassa,Cases,15,8/19/14
Liberia,Grand Cape Mount,Cases,8,8/19/14
Liberia,Grand Gedeh,Cases,1,8/19/14
Liberia,Lofa County,Cases,449,8/19/14
Liberia,Margibi County,Cases,79,8/19/14
Liberia,Montserrado County,Cases,272,8/19/14
Liberia,National,Cases,1024,8/19/14
Liberia,National,New cases,60,8/19/14
Liberia,Nimba County,Cases,55,8/19/14
Liberia,RiverCess County,Cases,1,8/19/14
Nigeria,Lagos,Cases,20,8/19/14
Nigeria,National,Cases,20,8/19/14
Nigeria,National,New cases,5,8/19/14
Sierra Leone,Bo,Cases,27,8/19/14
Sierra Leone,Bombali,Cases,12,8/19/14
Sierra Leone,Bonthe,Cases,1,8/19/14
Sierra Leone,Kailahun,Cases,455,8/19/14
Sierra Leone,Kambia,Cases,1,8/19/14
Sierra Leone,Kenema,Cases,302,8/19/14
Sierra Leone,Koinadugu,Cases,0,8/19/14
Sierra Leone,Kono,Cases,35,8/19/14
Sierra Leone,Moyamba,Cases,9,8/19/14
Sierra Leone,National,Cases,910,8/19/14
Sierra Leone,National,New cases,47,8/19/14
Sierra Leone,Port Loko,Cases,34,8/19/14
Sierra Leone,Pujehun,Cases,4,8/19/14
Sierra Leone,Tonkolili,Cases,2,8/19/14
Sierra Leone,Western Area Rural,Cases,5,8/19/14
Sierra Leone,Western Area Urban,Cases,23,8/19/14
Guinea,Boffa,Cases,25,8/20/14
Guinea,Conakry,Cases,100,8/20/14
Guinea,Dabola,Cases,4,8/20/14
Guinea,Dinguiraye,Cases,1,8/20/14
Guinea,Dubreka,Cases,1,8/20/14
Guinea,Gueckedou,Cases,310,8/20/14
Guinea,Kissidougou,Cases,6,8/20/14
Guinea,Kouroussa,Cases,4,8/20/14
Guinea,Macenta,Cases,97,8/20/14
Guinea,National,Cases,607,8/20/14
Guinea,National,New cases,13,8/20/14
Guinea,Nzerekore,Cases,13,8/20/14
Guinea,Pita,Cases,7,8/20/14
Guinea,Siguiri,Cases,6,8/20/14
Guinea,Telimele,Cases,26,8/20/14
Guinea,Yomou,Cases,7,8/20/14
Liberia,Bomi County,Cases,41,8/20/14
Liberia,Bong County,Cases,110,8/20/14
Liberia,Grand Bassa,Cases,15,8/20/14
Liberia,Grand Cape Mount,Cases,8,8/20/14
Liberia,Grand Gedeh,Cases,1,8/20/14
Liberia,Lofa County,Cases,466,8/20/14
Liberia,Margibi County,Cases,86,8/20/14
Liberia,Montserrado County,Cases,288,8/20/14
Liberia,National,Cases,1074,8/20/14
Liberia,National,New cases,65,8/20/14
Liberia,Nimba County,Cases,57,8/20/14
Liberia,RiverCess County,Cases,1,8/20/14
Liberia,Sinoe County,Cases,1,8/20/14
Nigeria,National,New cases,0,8/20/14
Sierra Leone,Bo,Cases,27,8/20/14
Sierra Leone,Bombali,Cases,12,8/20/14
Sierra Leone,Bonthe,Cases,1,8/20/14
Sierra Leone,Kailahun,Cases,456,8/20/14
Sierra Leone,Kambia,Cases,1,8/20/14
Sierra Leone,Kenema,Cases,294,8/20/14
Sierra Leone,Koinadugu,Cases,0,8/20/14
Sierra Leone,Kono,Cases,35,8/20/14
Sierra Leone,Moyamba,Cases,9,8/20/14
Sierra Leone,National,Cases,902,8/20/14
Sierra Leone,National,New cases,28,8/20/14
Sierra Leone,Port Loko,Cases,33,8/20/14
Sierra Leone,Pujehun,Cases,4,8/20/14
Sierra Leone,Tonkolili,Cases,2,8/20/14
Sierra Leone,Western area rural,Cases,5,8/20/14
Sierra Leone,Western area urban,Cases,23,8/20/14
Nigeria,Lagos,Cases,15,8/21/14
Nigeria,Lagos,New cases,3,8/21/14
Nigeria,National,Cases,15,8/21/14
Nigeria,National,New cases,3,8/21/14
Nigeria,Lagos,Cases,18,8/22/14
Nigeria,Lagos,New cases,3,8/22/14
Nigeria,National,Cases,18,8/22/14
Nigeria,National,New cases,3,8/22/14
Sierra Leone,National,New cases,57,8/22/14
Guinea,Boffa,Cases,24,8/23/14
Guinea,Boffa,New cases,0,8/23/14
Guinea,Conakry,Cases,110,8/23/14
Guinea,Conakry,New cases,4,8/23/14
Guinea,Dabola,Cases,4,8/23/14
Guinea,Dabola,New cases,0,8/23/14
Guinea,Dinguiraye,Cases,1,8/23/14
Guinea,Dinguiraye,New cases,0,8/23/14
Guinea,Dubreka,Cases,6,8/23/14
Guinea,Dubreka,New cases,2,8/23/14
Guinea,Gueckedou,Cases,311,8/23/14
Guinea,Gueckedou,New cases,1,8/23/14
Guinea,Kissidougou,Cases,6,8/23/14
Guinea,Kissidougou,New cases,0,8/23/14
Guinea,Kouroussa,Cases,4,8/23/14
Guinea,Kouroussa,New cases,0,8/23/14
Guinea,Macenta,Cases,104,8/23/14
Guinea,Macenta,New cases,7,8/23/14
Guinea,National,Cases,628,8/23/14
Guinea,National,New cases,14,8/23/14
Guinea,Nzerekore,Cases,12,8/23/14
Guinea,Nzerekore,New cases,0,8/23/14
Guinea,Pita,Cases,6,8/23/14
Guinea,Pita,New cases,0,8/23/14
Guinea,Siguiri,Cases,6,8/23/14
Guinea,Siguiri,New cases,0,8/23/14
Guinea,Telimele,Cases,26,8/23/14
Guinea,Telimele,New cases,0,8/23/14
Guinea,Yomou,Cases,8,8/23/14
Guinea,Yomou,New cases,0,8/23/14
Nigeria,Lagos,Cases,19,8/23/14
Nigeria,Lagos,New cases,3,8/23/14
Nigeria,National,Cases,19,8/23/14
Nigeria,National,New cases,3,8/23/14
Sierra Leone,Bo,Cases,34,8/23/14
Sierra Leone,Bo,New cases,0,8/23/14
Sierra Leone,Bombali,Cases,19,8/23/14
Sierra Leone,Bombali,New cases,0,8/23/14
Sierra Leone,Bonthe,Cases,1,8/23/14
Sierra Leone,Bonthe,New cases,0,8/23/14
