Country,Localite,Category,Value,Date
Liberia,Grand Cape Mount,Cases,165,12/9/14
Liberia,Grand Gedeh,Cases,10,12/9/14
Liberia,Grand Kru,Cases,36,12/9/14
Liberia,Lofa County,Cases,645,12/9/14
Liberia,Margibi County,Cases,"1,256",12/9/14
Liberia,Maryland County,Cases,23,12/9/14
Liberia,Montserrado County,Cases,"4,196",12/9/14
Liberia,Nimba County,Cases,323,12/9/14
Liberia,River Gee County,Cases,19,12/9/14
Liberia,RiverCess County,Cases,41,12/9/14
Liberia,Sinoe County,Cases,40,12/9/14
Liberia,National,Cases,"7,812",12/9/14
Liberia,Bomi County,New cases,0,12/11/14
Liberia,Bong County,New cases,3,12/11/14
Liberia,Gbarpolu County,New cases,0,12/11/14
Liberia,Grand Bassa,New cases,4,12/11/14
Liberia,Grand Cape Mount,New cases,4,12/11/14
Liberia,Grand Gedeh,New cases,0,12/11/14
Liberia,Grand Kru,New cases,0,12/11/14
Liberia,Lofa County,New cases,0,12/11/14
Liberia,Margibi County,New cases,0,12/11/14
Liberia,Maryland County,New cases,0,12/11/14
Liberia,Montserrado County,New cases,9,12/11/14
Liberia,Nimba County,New cases,1,12/11/14
Liberia,River Gee County,New cases,0,12/11/14
Liberia,RiverCess County,New cases,0,12/11/14
Liberia,Sinoe County,New cases,1,12/11/14
Liberia,National,New cases,22,12/11/14
Liberia,Bomi County,Cases,296,12/11/14
Liberia,Bong County,Cases,558,12/11/14
Liberia,Gbarpolu County,Cases,39,12/11/14
Liberia,Grand Bassa,Cases,165,12/11/14
Liberia,Grand Cape Mount,Cases,165,12/11/14
Liberia,Grand Gedeh,Cases,10,12/11/14
Liberia,Grand Kru,Cases,36,12/11/14
Liberia,Lofa County,Cases,645,12/11/14
Liberia,Margibi County,Cases,"1,256",12/11/14
Liberia,Maryland County,Cases,23,12/11/14
Liberia,Montserrado County,Cases,"4,203",12/11/14
Liberia,Nimba County,Cases,323,12/11/14
Liberia,River Gee County,Cases,19,12/11/14
Liberia,RiverCess County,Cases,41,12/11/14
Liberia,Sinoe County,Cases,40,12/11/14
Liberia,National,Cases,"7,819",12/11/14
Liberia,Bomi County,New cases,0,12/12/14
Liberia,Bong County,New cases,4,12/12/14
Liberia,Gbarpolu County,New cases,0,12/12/14
Liberia,Grand Bassa,New cases,8,12/12/14
Liberia,Grand Cape Mount,New cases,2,12/12/14
Liberia,Grand Gedeh,New cases,0,12/12/14
Liberia,Grand Kru,New cases,0,12/12/14
Liberia,Lofa County,New cases,0,12/12/14
Liberia,Margibi County,New cases,0,12/12/14
Liberia,Maryland County,New cases,0,12/12/14
Liberia,Montserrado County,New cases,12,12/12/14
Liberia,Nimba County,New cases,0,12/12/14
Liberia,River Gee County,New cases,0,12/12/14
Liberia,RiverCess County,New cases,0,12/12/14
Liberia,Sinoe County,New cases,0,12/12/14
Liberia,National,New cases,26,12/12/14
Liberia,Bomi County,Cases,296,12/12/14
Liberia,Bong County,Cases,558,12/12/14
Liberia,Gbarpolu County,Cases,39,12/12/14
Liberia,Grand Bassa,Cases,174,12/12/14
Liberia,Grand Cape Mount,Cases,165,12/12/14
Liberia,Grand Gedeh,Cases,10,12/12/14
Liberia,Grand Kru,Cases,36,12/12/14
Liberia,Lofa County,Cases,645,12/12/14
Liberia,Margibi County,Cases,"1,256",12/12/14
Liberia,Maryland County,Cases,23,12/12/14
Liberia,Montserrado County,Cases,"4,203",12/12/14
Liberia,Nimba County,Cases,323,12/12/14
Liberia,River Gee County,Cases,19,12/12/14
Liberia,RiverCess County,Cases,41,12/12/14
Liberia,Sinoe County,Cases,40,12/12/14
Liberia,National,Cases,"7,828",12/12/14
Liberia,Bomi County,New cases,1,12/13/14
Liberia,Bong County,New cases,2,12/13/14
Liberia,Gbarpolu County,New cases,0,12/13/14
Liberia,Grand Bassa,New cases,1,12/13/14
Liberia,Grand Cape Mount,New cases,2,12/13/14
Liberia,Grand Gedeh,New cases,0,12/13/14
Liberia,Grand Kru,New cases,0,12/13/14
Liberia,Lofa County,New cases,0,12/13/14
Liberia,Margibi County,New cases,0,12/13/14
Liberia,Maryland County,New cases,0,12/13/14
Liberia,Montserrado County,New cases,9,12/13/14
Liberia,Nimba County,New cases,0,12/13/14
Liberia,River Gee County,New cases,0,12/13/14
Liberia,RiverCess County,New cases,0,12/13/14
Liberia,Sinoe County,New cases,0,12/13/14
Liberia,National,New cases,15,12/13/14
Liberia,Bomi County,Cases,300,12/13/14
Liberia,Bong County,Cases,558,12/13/14
Liberia,Gbarpolu County,Cases,39,12/13/14
Liberia,Grand Bassa,Cases,174,12/13/14
Liberia,Grand Cape Mount,Cases,166,12/13/14
Liberia,Grand Gedeh,Cases,10,12/13/14
Liberia,Grand Kru,Cases,36,12/13/14
Liberia,Lofa County,Cases,645,12/13/14
Liberia,Margibi County,Cases,"1,257",12/13/14
Liberia,Maryland County,Cases,23,12/13/14
Liberia,Montserrado County,Cases,"4,204",12/13/14
Liberia,Nimba County,Cases,323,12/13/14
Liberia,River Gee County,Cases,19,12/13/14
Liberia,RiverCess County,Cases,41,12/13/14
Liberia,Sinoe County,Cases,40,12/13/14
Liberia,National,Cases,"7,835",12/13/14
Liberia,Bomi County,New cases,0,12/14/14
Liberia,Bong County,New cases,0,12/14/14
Liberia,Gbarpolu County,New cases,0,12/14/14
Liberia,Grand Bassa,New cases,0,12/14/14
Liberia,Grand Cape Mount,New cases,0,12/14/14
Liberia,Grand Gedeh,New cases,0,12/14/14
Liberia,Grand Kru,New cases,1,12/14/14
Liberia,Lofa County,New cases,0,12/14/14
Liberia,Margibi County,New cases,4,12/14/14
Liberia,Maryland County,New cases,0,12/14/14
Liberia,Montserrado County,New cases,3,12/14/14
Liberia,Nimba County,New cases,2,12/14/14
Liberia,River Gee County,New cases,0,12/14/14
Liberia,RiverCess County,New cases,0,12/14/14
Liberia,Sinoe County,New cases,0,12/14/14
Liberia,National,New cases,10,12/14/14
Liberia,Bomi County,Cases,295,12/14/14
Liberia,Bong County,Cases,552,12/14/14
Liberia,Gbarpolu County,Cases,37,12/14/14
Liberia,Grand Bassa,Cases,173,12/14/14
Liberia,Grand Cape Mount,Cases,164,12/14/14
Liberia,Grand Gedeh,Cases,11,12/14/14
Liberia,Grand Kru,Cases,36,12/14/14
Liberia,Lofa County,Cases,646,12/14/14
Liberia,Margibi County,Cases,"1,242",12/14/14
Liberia,Maryland County,Cases,23,12/14/14
Liberia,Montserrado County,Cases,"4,217",12/14/14
Liberia,Nimba County,Cases,324,12/14/14
Liberia,River Gee County,Cases,19,12/14/14
Liberia,RiverCess County,Cases,40,12/14/14
Liberia,Sinoe County,Cases,40,12/14/14
Liberia,National,Cases,"7,819",12/14/14
Sierra Leone,Kailahun,New cases,0,12/15/14
Sierra Leone,Kenema,New cases,1,12/15/14
Sierra Leone,Kono,New cases,0,12/15/14
Sierra Leone,Kambia,New cases,0,12/15/14
Sierra Leone,Koinadugu,New cases,1,12/15/14
Sierra Leone,Bombali,New cases,1,12/15/14
Sierra Leone,Tonkolili,New cases,0,12/15/14
Sierra Leone,Port,New cases,26,12/15/14
Sierra Leone,Pujehun,New cases,0,12/15/14
Sierra Leone,Bo,New cases,0,12/15/14
Sierra Leone,Moyamba,New cases,0,12/15/14
Sierra Leone,Bonthe,New cases,0,12/15/14
Sierra Leone,Western area rural,New cases,18,12/15/14
Sierra Leone,Western area urban,New cases,8,12/15/14
Sierra Leone,National,New cases,55,12/15/14
Sierra Leone,Kailahun,Cases,615,12/15/14
Sierra Leone,Kenema,Cases,621,12/15/14
Sierra Leone,Kono,Cases,236,12/15/14
Sierra Leone,Kambia,Cases,123,12/15/14
Sierra Leone,Koinadugu,Cases,151,12/15/14
Sierra Leone,Bombali,Cases,"1,037",12/15/14
Sierra Leone,Tonkolili,Cases,489,12/15/14
Sierra Leone,Port,Cases,"1,325",12/15/14
Sierra Leone,Pujehun,Cases,48,12/15/14
Sierra Leone,Bo,Cases,422,12/15/14
Sierra Leone,Moyamba,Cases,246,12/15/14
Sierra Leone,Bonthe,Cases,14,12/15/14
Sierra Leone,Western area rural,Cases,"1,950",12/15/14
Sierra Leone,Western area urban,Cases,"1,151",12/15/14
Sierra Leone,National,Cases,"8,428",12/15/14
Sierra Leone,Kailahun,New cases,0,12/16/14
Sierra Leone,Kenema,New cases,0,12/16/14
Sierra Leone,Kono,New cases,0,12/16/14
Sierra Leone,Kambia,New cases,5,12/16/14
Sierra Leone,Koinadugu,New cases,0,12/16/14
Sierra Leone,Bombali,New cases,2,12/16/14
Sierra Leone,Tonkolili,New cases,0,12/16/14
Sierra Leone,Port,New cases,22,12/16/14
Sierra Leone,Pujehun,New cases,0,12/16/14
Sierra Leone,Bo,New cases,0,12/16/14
Sierra Leone,Moyamba,New cases,1,12/16/14
Sierra Leone,Bonthe,New cases,0,12/16/14
Sierra Leone,Western area rural,New cases,18,12/16/14
Sierra Leone,Western area urban,New cases,3,12/16/14
Sierra Leone,National,New cases,51,12/16/14
Sierra Leone,Kailahun,Cases,615,12/16/14
Sierra Leone,Kenema,Cases,623,12/16/14
Sierra Leone,Kono,Cases,236,12/16/14
Sierra Leone,Kambia,Cases,129,12/16/14
Sierra Leone,Koinadugu,Cases,151,12/16/14
Sierra Leone,Bombali,Cases,"1,040",12/16/14
Sierra Leone,Tonkolili,Cases,489,12/16/14
Sierra Leone,Port,Cases,"1,348",12/16/14
Sierra Leone,Pujehun,Cases,48,12/16/14
Sierra Leone,Bo,Cases,422,12/16/14
Sierra Leone,Moyamba,Cases,248,12/16/14
Sierra Leone,Bonthe,Cases,14,12/16/14
Sierra Leone,Western area rural,Cases,"1,969",12/16/14
Sierra Leone,Western area urban,Cases,"1,156",12/16/14
Sierra Leone,National,Cases,"8,488",12/16/14
Sierra Leone,Kailahun,New cases,0,12/17/14
Sierra Leone,Kenema,New cases,0,12/17/14
Sierra Leone,Kono,New cases,11,12/17/14
Sierra Leone,Kambia,New cases,0,12/17/14
Sierra Leone,Koinadugu,New cases,0,12/17/14
Sierra Leone,Bombali,New cases,5,12/17/14
Sierra Leone,Tonkolili,New cases,0,12/17/14
Sierra Leone,Port,New cases,14,12/17/14
Sierra Leone,Pujehun,New cases,0,12/17/14
Sierra Leone,Bo,New cases,0,12/17/14
Sierra Leone,Moyamba,New cases,0,12/17/14
Sierra Leone,Bonthe,New cases,0,12/17/14
Sierra Leone,Western area rural,New cases,11,12/17/14
Sierra Leone,Western area urban,New cases,7,12/17/14
Sierra Leone,National,New cases,48,12/17/14
Sierra Leone,Kailahun,Cases,650,12/17/14
Sierra Leone,Kenema,Cases,623,12/17/14
Sierra Leone,Kono,Cases,269,12/17/14
Sierra Leone,Kambia,Cases,138,12/17/14
Sierra Leone,Koinadugu,Cases,183,12/17/14
Sierra Leone,Bombali,Cases,"1,064",12/17/14
Sierra Leone,Tonkolili,Cases,510,12/17/14
Sierra Leone,Port,Cases,"1,364",12/17/14
Sierra Leone,Pujehun,Cases,50,12/17/14
Sierra Leone,Bo,Cases,465,12/17/14
Sierra Leone,Moyamba,Cases,268,12/17/14
Sierra Leone,Bonthe,Cases,15,12/17/14
Sierra Leone,Western area rural,Cases,"1,993",12/17/14
Sierra Leone,Western area urban,Cases,"1,167",12/17/14
Sierra Leone,National,Cases,"8,759",12/17/14
Liberia,Bomi County,New cases,0,12/15/14
Liberia,Bong County,New cases,4,12/15/14
Liberia,Gbarpolu County,New cases,0,12/15/14
Liberia,Grand Bassa,New cases,0,12/15/14
Liberia,Grand Cape Mount,New cases,5,12/15/14
Liberia,Grand Gedeh,New cases,0,12/15/14
Liberia,Grand Kru,New cases,0,12/15/14
Liberia,Lofa County,New cases,0,12/15/14
Liberia,Margibi County,New cases,1,12/15/14
Liberia,Maryland County,New cases,0,12/15/14
Liberia,Montserrado County,New cases,19,12/15/14
Liberia,Nimba County,New cases,0,12/15/14
Liberia,River Gee County,New cases,0,12/15/14
Liberia,RiverCess County,New cases,0,12/15/14
Liberia,Sinoe County,New cases,0,12/15/14
Liberia,National,New cases,29,12/15/14
Liberia,Bomi County,Cases,295,12/15/14
Liberia,Bong County,Cases,552,12/15/14
Liberia,Gbarpolu County,Cases,37,12/15/14
Liberia,Grand Bassa,Cases,173,12/15/14
Liberia,Grand Cape Mount,Cases,164,12/15/14
Liberia,Grand Gedeh,Cases,11,12/15/14
Liberia,Grand Kru,Cases,36,12/15/14
Liberia,Lofa County,Cases,646,12/15/14
Liberia,Margibi County,Cases,"1,242",12/15/14
Liberia,Maryland County,Cases,23,12/15/14
Liberia,Montserrado County,Cases,"4,217",12/15/14
Liberia,Nimba County,Cases,324,12/15/14
Liberia,River Gee County,Cases,19,12/15/14
Liberia,RiverCess County,Cases,40,12/15/14
Liberia,Sinoe County,Cases,44,12/15/14
Liberia,National,Cases,"7,823",12/15/14
Liberia,Bomi County,New cases,0,12/16/14
Liberia,Bong County,New cases,2,12/16/14
Liberia,Gbarpolu County,New cases,0,12/16/14
Liberia,Grand Bassa,New cases,0,12/16/14
Liberia,Grand Cape Mount,New cases,2,12/16/14
Liberia,Grand Gedeh,New cases,0,12/16/14
Liberia,Grand Kru,New cases,0,12/16/14
Liberia,Lofa County,New cases,0,12/16/14
Liberia,Margibi County,New cases,6,12/16/14
Liberia,Maryland County,New cases,0,12/16/14
Liberia,Montserrado County,New cases,14,12/16/14
Liberia,Nimba County,New cases,0,12/16/14
Liberia,River Gee County,New cases,0,12/16/14
Liberia,RiverCess County,New cases,0,12/16/14
Liberia,Sinoe County,New cases,1,12/16/14
Liberia,National,New cases,25,12/16/14
Liberia,Bomi County,Cases,295,12/16/14
Liberia,Bong County,Cases,550,12/16/14
Liberia,Gbarpolu County,Cases,36,12/16/14
Liberia,Grand Bassa,Cases,173,12/16/14
Liberia,Grand Cape Mount,Cases,164,12/16/14
Liberia,Grand Gedeh,Cases,11,12/16/14
Liberia,Grand Kru,Cases,36,12/16/14
Liberia,Lofa County,Cases,648,12/16/14
Liberia,Margibi County,Cases,"1,229",12/16/14
Liberia,Maryland County,Cases,23,12/16/14
Liberia,Montserrado County,Cases,"4,230",12/16/14
Liberia,Nimba County,Cases,324,12/16/14
Liberia,River Gee County,Cases,19,12/16/14
Liberia,RiverCess County,Cases,40,12/16/14
Liberia,Sinoe County,Cases,44,12/16/14
Liberia,National,Cases,"7,822",12/16/14
Liberia,Bomi County,New cases,0,12/17/14
Liberia,Bong County,New cases,2,12/17/14
Liberia,Gbarpolu County,New cases,0,12/17/14
Liberia,Grand Bassa,New cases,0,12/17/14
Liberia,Grand Cape Mount,New cases,1,12/17/14
Liberia,Grand Gedeh,New cases,0,12/17/14
Liberia,Grand Kru,New cases,0,12/17/14
Liberia,Lofa County,New cases,0,12/17/14
Liberia,Margibi County,New cases,4,12/17/14
Liberia,Maryland County,New cases,0,12/17/14
Liberia,Montserrado County,New cases,13,12/17/14
Liberia,Nimba County,New cases,0,12/17/14
Liberia,River Gee County,New cases,0,12/17/14
Liberia,RiverCess County,New cases,0,12/17/14
Liberia,Sinoe County,New cases,0,12/17/14
Liberia,National,New cases,20,12/17/14
Liberia,Bomi County,Cases,295,12/17/14
Liberia,Bong County,Cases,550,12/17/14
Liberia,Gbarpolu County,Cases,33,12/17/14
Liberia,Grand Bassa,Cases,173,12/17/14
Liberia,Grand Cape Mount,Cases,164,12/17/14
Liberia,Grand Gedeh,Cases,11,12/17/14
Liberia,Grand Kru,Cases,36,12/17/14
Liberia,Lofa County,Cases,648,12/17/14
Liberia,Margibi County,Cases,"1,225",12/17/14
Liberia,Maryland County,Cases,23,12/17/14
Liberia,Montserrado County,Cases,"4,227",12/17/14
Liberia,Nimba County,Cases,324,12/17/14
Liberia,River Gee County,Cases,19,12/17/14
Liberia,RiverCess County,Cases,43,12/17/14
Liberia,Sinoe County,Cases,44,12/17/14
Liberia,National,Cases,"7,815",12/17/14
Liberia,Bomi County,New cases,0,12/18/14
Liberia,Bong County,New cases,6,12/18/14
Liberia,Gbarpolu County,New cases,0,12/18/14
Liberia,Grand Bassa,New cases,0,12/18/14
Liberia,Grand Cape Mount,New cases,1,12/18/14
Liberia,Grand Gedeh,New cases,0,12/18/14
Liberia,Grand Kru,New cases,0,12/18/14
Liberia,Lofa County,New cases,0,12/18/14
Liberia,Margibi County,New cases,2,12/18/14
Liberia,Maryland County,New cases,0,12/18/14
Liberia,Montserrado County,New cases,5,12/18/14
Liberia,Nimba County,New cases,1,12/18/14
Liberia,River Gee County,New cases,0,12/18/14
Liberia,RiverCess County,New cases,0,12/18/14
Liberia,Sinoe County,New cases,0,12/18/14
Liberia,National,New cases,15,12/18/14
Liberia,Bomi County,Cases,296,12/18/14
Liberia,Bong County,Cases,550,12/18/14
Liberia,Gbarpolu County,Cases,34,12/18/14
Liberia,Grand Bassa,Cases,173,12/18/14
Liberia,Grand Cape Mount,Cases,181,12/18/14
Liberia,Grand Gedeh,Cases,11,12/18/14
Liberia,Grand Kru,Cases,36,12/18/14
Liberia,Lofa County,Cases,648,12/18/14
Liberia,Margibi County,Cases,"1,225",12/18/14
Liberia,Maryland County,Cases,23,12/18/14
Liberia,Montserrado County,Cases,"4,223",12/18/14
Liberia,Nimba County,Cases,324,12/18/14
Liberia,River Gee County,Cases,19,12/18/14
Liberia,RiverCess County,Cases,43,12/18/14
Liberia,Sinoe County,Cases,44,12/18/14
Liberia,National,Cases,"7,830",12/18/14
Sierra Leone,Kailahun,New cases,0,12/18/14
Sierra Leone,Kenema,New cases,0,12/18/14
Sierra Leone,Kono,New cases,0,12/18/14
Sierra Leone,Kambia,New cases,1,12/18/14
Sierra Leone,Koinadugu,New cases,0,12/18/14
Sierra Leone,Bombali,New cases,5,12/18/14
Sierra Leone,Tonkolili,New cases,3,12/18/14
Sierra Leone,Port,New cases,5,12/18/14
Sierra Leone,Pujehun,New cases,0,12/18/14
Sierra Leone,Bo,New cases,1,12/18/14
Sierra Leone,Moyamba,New cases,3,12/18/14
Sierra Leone,Bonthe,New cases,0,12/18/14
Sierra Leone,Western area rural,New cases,26,12/18/14
Sierra Leone,Western area urban,New cases,3,12/18/14
Sierra Leone,National,New cases,47,12/18/14
Sierra Leone,Kailahun,Cases,650,12/18/14
Sierra Leone,Kenema,Cases,624,12/18/14
Sierra Leone,Kono,Cases,269,12/18/14
Sierra Leone,Kambia,Cases,140,12/18/14
Sierra Leone,Koinadugu,Cases,183,12/18/14
Sierra Leone,Bombali,Cases,"1,069",12/18/14
Sierra Leone,Tonkolili,Cases,513,12/18/14
Sierra Leone,Port,Cases,"1,369",12/18/14
Sierra Leone,Pujehun,Cases,50,12/18/14
Sierra Leone,Bo,Cases,467,12/18/14
Sierra Leone,Moyamba,Cases,272,12/18/14
Sierra Leone,Bonthe,Cases,15,12/18/14
Sierra Leone,Western area rural,Cases,"2,037",12/18/14
Sierra Leone,Western area urban,Cases,"1,174",12/18/14
Sierra Leone,National,Cases,"8,832",12/18/14
Sierra Leone,Kailahun,New cases,0,12/19/14
Sierra Leone,Kenema,New cases,0,12/19/14
Sierra Leone,Kono,New cases,0,12/19/14
Sierra Leone,Kambia,New cases,0,12/19/14
Sierra Leone,Koinadugu,New cases,0,12/19/14
Sierra Leone,Bombali,New cases,5,12/19/14
Sierra Leone,Tonkolili,New cases,3,12/19/14
Sierra Leone,Port,New cases,9,12/19/14
Sierra Leone,Pujehun,New cases,0,12/19/14
Sierra Leone,Bo,New cases,1,12/19/14
Sierra Leone,Moyamba,New cases,0,12/19/14
Sierra Leone,Bonthe,New cases,1,12/19/14
Sierra Leone,Western area rural,New cases,9,12/19/14
Sierra Leone,Western area urban,New cases,1,12/19/14
Sierra Leone,National,New cases,29,12/19/14
Sierra Leone,Kailahun,Cases,650,12/19/14
Sierra Leone,Kenema,Cases,627,12/19/14
Sierra Leone,Kono,Cases,269,12/19/14
Sierra Leone,Kambia,Cases,140,12/19/14
Sierra Leone,Koinadugu,Cases,183,12/19/14
Sierra Leone,Bombali,Cases,"1,075",12/19/14
Sierra Leone,Tonkolili,Cases,518,12/19/14
Sierra Leone,Port,Cases,"1,380",12/19/14
Sierra Leone,Pujehun,Cases,50,12/19/14
Sierra Leone,Bo,Cases,469,12/19/14
Sierra Leone,Moyamba,Cases,272,12/19/14
Sierra Leone,Bonthe,Cases,16,12/19/14
Sierra Leone,Western area rural,Cases,"2,052",12/19/14
Sierra Leone,Western area urban,Cases,"1,179",12/19/14
Sierra Leone,National,Cases,"8,880",12/19/14
Sierra Leone,Kailahun,New cases,0,12/20/14
Sierra Leone,Kenema,New cases,0,12/20/14
Sierra Leone,Kono,New cases,0,12/20/14
Sierra Leone,Kambia,New cases,0,12/20/14
Sierra Leone,Koinadugu,New cases,0,12/20/14
Sierra Leone,Bombali,New cases,4,12/20/14
Sierra Leone,Tonkolili,New cases,7,12/20/14
Sierra Leone,Port,New cases,11,12/20/14
Sierra Leone,Pujehun,New cases,0,12/20/14
Sierra Leone,Bo,New cases,0,12/20/14
Sierra Leone,Moyamba,New cases,1,12/20/14
Sierra Leone,Bonthe,New cases,0,12/20/14
Sierra Leone,Western area rural,New cases,15,12/20/14
Sierra Leone,Western area urban,New cases,5,12/20/14
Sierra Leone,National,New cases,43,12/20/14
Sierra Leone,Kailahun,Cases,650,12/20/14
Sierra Leone,Kenema,Cases,628,12/20/14
Sierra Leone,Kono,Cases,269,12/20/14
Sierra Leone,Kambia,Cases,141,12/20/14
Sierra Leone,Koinadugu,Cases,184,12/20/14
Sierra Leone,Bombali,Cases,"1,079",12/20/14
Sierra Leone,Tonkolili,Cases,525,12/20/14
Sierra Leone,Port,Cases,"1,392",12/20/14
Sierra Leone,Pujehun,Cases,50,12/20/14
Sierra Leone,Bo,Cases,471,12/20/14
Sierra Leone,Moyamba,Cases,273,12/20/14
Sierra Leone,Bonthe,Cases,16,12/20/14
Sierra Leone,Western area rural,Cases,"2,075",12/20/14
Sierra Leone,Western area urban,Cases,"1,186",12/20/14
Sierra Leone,National,Cases,"8,939",12/20/14
Sierra Leone,Kailahun,New cases,0,12/21/14
Sierra Leone,Kenema,New cases,0,12/21/14
Sierra Leone,Kono,New cases,2,12/21/14
Sierra Leone,Kambia,New cases,1,12/21/14
Sierra Leone,Koinadugu,New cases,0,12/21/14
Sierra Leone,Bombali,New cases,11,12/21/14
Sierra Leone,Tonkolili,New cases,1,12/21/14
Sierra Leone,Port,New cases,5,12/21/14
Sierra Leone,Pujehun,New cases,0,12/21/14
Sierra Leone,Bo,New cases,0,12/21/14
Sierra Leone,Moyamba,New cases,0,12/21/14
Sierra Leone,Bonthe,New cases,0,12/21/14
Sierra Leone,Western area rural,New cases,18,12/21/14
Sierra Leone,Western area urban,New cases,4,12/21/14
Sierra Leone,National,New cases,42,12/21/14
Sierra Leone,Kailahun,Cases,650,12/21/14
Sierra Leone,Kenema,Cases,635,12/21/14
Sierra Leone,Kono,Cases,272,12/21/14
Sierra Leone,Kambia,Cases,142,12/21/14
Sierra Leone,Koinadugu,Cases,184,12/21/14
Sierra Leone,Bombali,Cases,"1,090",12/21/14
Sierra Leone,Tonkolili,Cases,528,12/21/14
Sierra Leone,Port,Cases,"1,397",12/21/14
Sierra Leone,Pujehun,Cases,50,12/21/14
Sierra Leone,Bo,Cases,474,12/21/14
Sierra Leone,Moyamba,Cases,275,12/21/14
Sierra Leone,Bonthe,Cases,16,12/21/14
Sierra Leone,Western area rural,Cases,"2,096",12/21/14
Sierra Leone,Western area urban,Cases,"1,195",12/21/14
Sierra Leone,National,Cases,"9,004",12/21/14
Guinea,National,New cases,17,12/15/14
Guinea,Conakry,New cases,4,12/15/14
Guinea,Gueckedou,New cases,0,12/15/14
Guinea,Macenta,New cases,1,12/15/14
Guinea,Dabola,New cases,0,12/15/14
Guinea,Kissidougou,New cases,2,12/15/14
Guinea,Dinguiraye,New cases,0,12/15/14
Guinea,Telimele,New cases,0,12/15/14
Guinea,Boffa,New cases,0,12/15/14
Guinea,Kouroussa,New cases,0,12/15/14
Guinea,Siguiri,New cases,0,12/15/14
Guinea,Pita,New cases,0,12/15/14
Guinea,Nzerekore,New cases,2,12/15/14
Guinea,Yomou,New cases,0,12/15/14
Guinea,Dubreka,New cases,0,12/15/14
Guinea,Forécariah,New cases,0,12/15/14
Guinea,Kerouane,New cases,2,12/15/14
Guinea,Coyah,New cases,4,12/15/14
Guinea,Dalaba,New cases,0,12/15/14
Guinea,Beyla,New cases,1,12/15/14
Guinea,Kindia,New cases,1,12/15/14
Guinea,Lola,New cases,0,12/15/14
Guinea,Boke,New cases,0,12/15/14
Guinea,Mamou,New cases,0,12/15/14
Guinea,Faranah,New cases,0,12/15/14
Guinea,Kankan,New cases,0,12/15/14
Guinea,National,Cases,"2,430",12/15/14
Guinea,Conakry,Cases,335,12/15/14
Guinea,Gueckedou,Cases,378,12/15/14
Guinea,Macenta,Cases,722,12/15/14
Guinea,Dabola,Cases,9,12/15/14
Guinea,Kissidougou,Cases,25,12/15/14
Guinea,Dinguiraye,Cases,1,12/15/14
Guinea,Telimele,Cases,34,12/15/14
Guinea,Boffa,Cases,26,12/15/14
Guinea,Kouroussa,Cases,18,12/15/14
Guinea,Siguiri,Cases,29,12/15/14
Guinea,Pita,Cases,9,12/15/14
Guinea,Nzerekore,Cases,240,12/15/14
Guinea,Yomou,Cases,11,12/15/14
Guinea,Dubreka,Cases,39,12/15/14
Guinea,Forécariah,Cases,39,12/15/14
Guinea,Kerouane,Cases,152,12/15/14
Guinea,Coyah,Cases,134,12/15/14
Guinea,Dalaba,Cases,9,12/15/14
Guinea,Beyla,Cases,44,12/15/14
Guinea,Kindia,Cases,52,12/15/14
Guinea,Lola,Cases,35,12/15/14
Guinea,Boke,Cases,1,12/15/14
Guinea,Mamou,Cases,1,12/15/14
Guinea,Faranah,Cases,61,12/15/14
Guinea,Kankan,Cases,26,12/15/14
Guinea,National,New cases,31,12/16/14
Guinea,Conakry,New cases,4,12/16/14
Guinea,Gueckedou,New cases,0,12/16/14
Guinea,Macenta,New cases,4,12/16/14
Guinea,Dabola,New cases,0,12/16/14
Guinea,Kissidougou,New cases,8,12/16/14
Guinea,Dinguiraye,New cases,0,12/16/14
Guinea,Telimele,New cases,2,12/16/14
Guinea,Boffa,New cases,0,12/16/14
Guinea,Kouroussa,New cases,0,12/16/14
Guinea,Siguiri,New cases,0,12/16/14
Guinea,Pita,New cases,0,12/16/14
Guinea,Nzerekore,New cases,1,12/16/14
Guinea,Yomou,New cases,0,12/16/14
Guinea,Dubreka,New cases,0,12/16/14
Guinea,Forécariah,New cases,1,12/16/14
Guinea,Kerouane,New cases,3,12/16/14
Guinea,Coyah,New cases,4,12/16/14
Guinea,Dalaba,New cases,0,12/16/14
Guinea,Beyla,New cases,0,12/16/14
Guinea,Kindia,New cases,3,12/16/14
Guinea,Lola,New cases,0,12/16/14
Guinea,Boke,New cases,0,12/16/14
Guinea,Mamou,New cases,0,12/16/14
Guinea,Faranah,New cases,0,12/16/14
Guinea,Kankan,New cases,0,12/16/14
Guinea,Fria,New cases,1,12/16/14
Guinea,National,Cases,"2,453",12/16/14
Guinea,Conakry,Cases,334,12/16/14
Guinea,Gueckedou,Cases,378,12/16/14
Guinea,Macenta,Cases,726,12/16/14
Guinea,Dabola,Cases,9,12/16/14
Guinea,Kissidougou,Cases,33,12/16/14
Guinea,Dinguiraye,Cases,1,12/16/14
Guinea,Telimele,Cases,35,12/16/14
Guinea,Boffa,Cases,26,12/16/14
Guinea,Kouroussa,Cases,18,12/16/14
Guinea,Siguiri,Cases,29,12/16/14
Guinea,Pita,Cases,9,12/16/14
Guinea,Nzerekore,Cases,240,12/16/14
Guinea,Yomou,Cases,11,12/16/14
Guinea,Dubreka,Cases,39,12/16/14
Guinea,Forécariah,Cases,40,12/16/14
Guinea,Kerouane,Cases,155,12/16/14
